,Abandonó_Servicio,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Antigüedad,Servicio_Telefónico,Múltiples_Líneas,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Cargo_Mensual,Cargo_Total,Cuentas_Diarias,Género_Masculino,Servicio_Internet_Fibra optica,Servicio_Internet_No,Tipo_Contrato_Bianual,Tipo_Contrato_Mensual,Factura_Digital_Yes,Método_Pago_Cheque enviado por correo,Método_Pago_Tarjeta de crédito (automático),Método_Pago_Transferencia bancaria (automática)
1750,0,0,0,0,7,1,0,0,0,0,0,0,0,19.5,128.6,0.6123809523809524,1,0,1,0,0,0,1,0,0
1751,0,0,0,0,47,1,1,1,1,0,0,1,0,94.8,4535.85,3.2169148936170213,1,1,0,0,0,0,0,0,1
1752,0,0,0,0,65,1,1,0,1,0,1,1,1,105.05,6744.25,3.4585897435897435,0,1,0,0,0,1,0,0,1
1753,0,0,1,1,72,1,1,0,0,0,0,0,0,23.3,1623.15,0.7514583333333333,0,0,1,0,0,1,0,0,1
1754,0,0,0,0,68,1,1,0,0,0,0,0,0,24.15,1498.85,0.7347303921568628,1,0,1,1,0,1,0,0,1
1755,1,0,0,0,1,1,1,0,0,0,0,0,0,24.05,24.05,0.8016666666666666,1,0,1,0,1,1,1,0,0
1756,1,0,0,0,4,1,0,0,0,0,0,0,0,70.2,237.95,1.9829166666666669,1,1,0,0,1,1,0,0,0
1757,1,0,1,0,37,1,1,0,0,1,0,1,1,99.5,3762.0,3.389189189189189,0,1,0,0,1,1,0,0,0
1758,0,0,0,0,72,1,0,0,0,0,0,0,0,21.15,1419.4,0.6571296296296296,0,0,1,1,0,1,0,0,1
1759,0,1,1,0,48,1,1,0,0,1,0,0,1,91.05,4370.75,3.035243055555556,1,1,0,0,1,1,0,1,0
1760,1,0,1,1,7,1,0,0,0,0,0,0,0,69.0,506.9,2.413809523809524,0,1,0,0,1,1,0,0,0
1761,0,0,0,0,1,1,0,0,0,0,0,0,0,19.55,19.55,0.6516666666666667,0,0,1,0,1,0,0,1,0
1762,0,0,1,1,35,1,1,0,0,0,1,1,1,73.45,2661.1,2.5343809523809524,1,0,0,0,0,1,0,0,1
1763,0,0,0,0,44,1,0,0,0,1,1,1,1,100.1,4378.35,3.3169318181818186,1,1,0,1,0,0,0,0,1
1764,0,0,1,0,37,0,0,1,0,0,1,1,0,45.4,1593.1,1.435225225225225,0,0,0,1,0,0,0,0,0
1765,0,0,1,1,65,1,0,1,1,1,0,0,0,61.35,3874.1,1.9867179487179487,0,0,0,0,0,0,0,0,1
1766,0,0,1,1,59,1,1,1,1,0,1,0,0,65.5,3801.3,2.147627118644068,0,0,0,0,0,0,1,0,0
1767,0,0,0,0,22,0,0,0,0,1,0,1,1,50.6,1073.3,1.6262121212121212,0,0,0,0,1,1,0,0,0
1768,0,0,0,1,1,1,0,1,1,0,1,0,1,70.45,70.45,2.3483333333333336,1,0,0,0,1,1,0,0,1
1769,0,0,1,0,54,0,0,0,1,0,0,0,0,30.4,1621.35,1.0008333333333332,1,0,0,0,1,0,0,0,0
1770,0,0,0,0,44,1,1,1,1,1,0,1,1,111.5,4915.15,3.723598484848485,1,1,0,0,1,1,0,0,0
1771,0,0,1,1,6,1,0,0,0,0,0,0,0,20.1,100.35,0.5575,0,0,1,1,0,0,1,0,0
1772,0,0,0,0,50,1,0,0,0,0,0,0,0,19.75,989.05,0.6593666666666667,0,0,1,0,0,0,0,0,1
1773,0,0,0,0,13,1,0,0,0,0,0,0,0,19.3,259.65,0.6657692307692307,1,0,1,0,0,0,0,1,0
1774,1,0,0,0,3,0,0,0,0,0,0,0,0,24.75,66.95,0.7438888888888889,1,0,0,0,1,0,0,0,0
1775,0,0,0,0,1,1,0,0,0,0,0,0,0,20.35,20.35,0.6783333333333333,0,0,1,0,1,0,1,0,0
1776,0,0,0,1,27,1,0,0,0,0,0,0,0,19.7,509.3,0.6287654320987655,1,0,1,1,0,0,0,1,0
1777,0,0,1,1,71,1,0,1,1,1,1,1,1,109.3,7782.85,3.6539201877934273,1,1,0,1,0,0,0,1,0
1778,0,0,1,0,14,1,0,0,0,0,0,0,0,44.6,641.25,1.5267857142857142,1,0,0,0,0,0,0,0,0
1779,0,0,0,0,31,1,0,0,1,1,0,1,1,101.4,3143.65,3.380268817204301,1,1,0,0,1,1,0,0,0
1780,0,0,1,0,20,1,0,1,1,0,1,1,0,96.55,1901.65,3.1694166666666668,0,1,0,0,1,1,0,0,0
1781,0,0,0,0,12,1,0,0,0,0,0,0,0,43.8,540.95,1.502638888888889,0,0,0,0,1,0,0,0,1
1782,0,0,0,1,40,0,0,1,1,0,1,0,0,40.25,1564.05,1.303375,1,0,0,0,0,0,1,0,0
1783,1,0,0,0,6,0,0,0,1,0,0,0,0,30.5,208.7,1.1594444444444445,1,0,0,0,1,1,0,1,0
1784,0,0,1,1,72,1,0,0,0,0,0,0,0,19.8,1414.65,0.6549305555555556,1,0,1,1,0,1,0,1,0
1785,0,0,0,0,1,1,0,0,0,0,1,0,0,49.0,49.0,1.6333333333333333,1,0,0,0,1,0,0,1,0
1786,1,0,0,0,4,1,0,0,0,0,0,0,0,70.05,266.9,2.224166666666666,0,1,0,0,1,1,0,1,0
1787,1,0,0,0,1,1,1,0,0,0,0,0,0,77.15,77.15,2.5716666666666668,0,1,0,0,1,1,0,0,0
1788,0,0,1,0,64,1,1,0,1,1,1,1,0,76.1,4818.8,2.509791666666666,1,0,0,1,0,1,0,0,1
1789,1,0,0,0,12,1,1,0,0,1,0,1,1,100.15,1164.3,3.2341666666666664,0,1,0,0,1,1,0,0,1
1790,1,0,0,0,4,1,0,0,0,0,0,1,0,81.0,340.85,2.840416666666667,1,1,0,0,1,1,0,0,0
1791,0,1,1,0,71,1,1,1,1,1,0,1,1,107.5,7713.55,3.6213849765258215,1,1,0,0,1,1,0,0,0
1792,0,0,0,0,64,1,0,0,0,0,0,0,0,19.55,1240.15,0.6459114583333334,1,0,1,1,0,0,1,0,0
1793,0,0,1,0,33,1,1,1,1,1,0,1,0,72.75,2447.45,2.472171717171717,1,0,0,0,1,1,0,0,1
1794,1,0,0,0,1,1,0,0,0,0,0,0,0,70.15,70.15,2.3383333333333334,0,1,0,0,1,1,1,0,0
1795,0,0,1,0,3,1,0,0,0,0,0,0,0,20.85,72.0,0.8,0,0,1,0,1,0,1,0,0
1796,0,0,1,0,70,1,1,0,0,1,0,1,1,101.75,7069.3,3.3663333333333334,0,1,0,0,0,1,0,0,0
1797,0,0,1,0,51,0,0,0,1,0,0,1,1,49.65,2553.35,1.6688562091503267,0,0,0,0,1,1,0,0,0
1798,1,0,1,1,4,1,1,0,0,0,0,0,0,50.9,225.6,1.88,1,0,0,0,1,1,0,0,0
1799,0,0,1,1,67,1,0,0,0,0,0,0,0,19.4,1284.2,0.638905472636816,1,0,1,1,0,1,0,1,0
1800,0,0,1,1,68,1,1,1,0,1,1,1,1,111.75,7511.3,3.6820098039215687,0,1,0,1,0,0,0,1,0
1801,0,0,1,0,62,1,1,0,0,0,0,0,0,23.65,1416.75,0.7616935483870968,0,0,1,1,0,0,0,0,1
1802,1,1,1,0,66,1,1,0,0,0,1,1,1,100.05,6871.9,3.4706565656565656,1,1,0,0,1,1,0,1,0
1803,1,1,1,0,53,1,1,1,0,0,1,0,0,60.05,3229.65,2.0312264150943395,1,0,0,0,0,1,0,0,0
1804,1,1,0,0,1,1,0,0,0,0,0,0,0,69.6,69.6,2.32,0,1,0,0,1,1,0,0,0
1805,1,0,1,0,4,0,0,0,1,0,0,1,1,48.55,201.0,1.675,1,0,0,0,1,1,0,0,0
1806,0,0,0,0,64,1,1,1,1,0,0,0,0,84.3,5289.05,2.754713541666667,1,1,0,0,0,1,0,1,0
1807,0,0,1,0,3,1,0,0,0,0,0,0,0,46.1,130.15,1.4461111111111111,0,0,0,0,1,1,1,0,0
1808,0,1,0,0,71,0,0,1,1,0,0,1,1,56.45,3985.35,1.871056338028169,1,0,0,0,0,1,0,0,0
1809,0,0,0,0,2,1,0,0,0,0,0,0,0,19.65,38.8,0.6466666666666666,1,0,1,0,1,1,1,0,0
1810,1,0,0,1,27,1,1,0,0,0,1,0,0,79.5,2180.55,2.692037037037037,1,1,0,0,1,1,0,0,0
1811,1,1,0,0,9,1,1,0,0,0,0,0,1,85.05,746.5,2.7648148148148146,1,1,0,0,1,1,0,0,0
1812,0,0,1,1,36,1,0,0,0,0,0,0,0,20.25,717.95,0.6647685185185186,0,0,1,1,0,0,0,0,1
1813,1,0,0,0,7,1,0,0,1,0,0,1,1,94.25,669.0,3.185714285714285,1,1,0,0,1,1,0,0,0
1814,0,0,1,0,65,1,1,1,0,1,1,0,1,76.15,4929.55,2.527974358974359,1,0,0,1,0,0,0,0,1
1815,0,0,1,1,33,1,0,0,0,0,0,0,0,19.45,600.25,0.6063131313131314,1,0,1,0,0,1,0,0,1
1816,0,0,0,0,54,1,1,1,1,0,1,1,1,108.0,5760.65,3.555956790123457,1,1,0,1,0,1,0,1,0
1817,0,0,0,0,1,1,0,0,0,0,0,0,0,19.9,19.9,0.6633333333333333,0,0,1,0,1,0,0,0,1
1818,1,1,0,0,15,1,1,0,0,0,0,0,0,74.45,1145.7,2.5460000000000003,0,1,0,0,1,1,1,0,0
1819,1,0,1,0,4,1,1,0,1,0,0,1,1,100.2,420.2,3.5016666666666665,1,1,0,0,1,1,0,0,0
1820,1,1,1,0,26,1,0,0,1,0,0,0,1,84.95,2169.75,2.7817307692307693,0,1,0,0,1,0,0,0,0
1821,0,0,1,1,10,1,0,0,0,0,0,1,1,88.85,929.45,3.0981666666666667,0,1,0,0,1,1,0,0,0
1822,1,0,1,1,67,1,1,1,1,1,0,1,1,111.3,7482.1,3.722437810945274,1,1,0,0,0,1,0,0,0
1823,1,1,0,0,10,1,1,0,0,0,0,1,1,95.35,898.35,2.9945,1,1,0,0,1,1,0,0,0
1824,0,0,1,1,60,1,0,0,1,0,1,1,1,76.95,4543.95,2.5244166666666668,1,0,0,1,0,0,0,0,1
1825,0,0,0,0,65,1,1,0,0,0,0,0,0,24.8,1600.95,0.8210000000000001,1,0,1,0,0,0,0,1,0
1826,0,0,1,1,72,1,0,1,0,1,1,1,1,104.9,7559.55,3.499791666666667,1,1,0,1,0,1,0,1,0
1827,0,1,1,0,26,1,1,0,0,1,0,1,1,98.1,2510.7,3.2188461538461537,0,1,0,0,1,1,0,0,1
1828,1,0,1,1,8,1,0,0,0,0,0,0,0,19.75,145.0,0.6041666666666666,0,0,1,0,0,1,1,0,0
1829,0,0,0,0,1,1,0,0,0,0,0,0,0,20.45,20.45,0.6816666666666666,1,0,1,0,1,0,1,0,0
1830,0,0,1,0,48,1,0,0,0,1,1,1,1,100.05,4834.0,3.3569444444444443,0,1,0,0,1,1,0,1,0
1831,0,0,0,0,41,1,1,1,0,0,0,0,0,81.3,3190.65,2.594024390243902,0,1,0,0,1,1,0,1,0
1832,1,0,0,0,1,0,0,0,0,0,0,0,0,25.15,25.15,0.8383333333333333,1,0,0,0,1,1,0,0,0
1833,1,0,0,0,6,1,0,0,0,0,0,1,1,91.1,455.3,2.5294444444444446,0,1,0,0,1,1,0,0,0
1834,0,0,0,0,1,1,0,0,0,0,0,0,0,44.75,44.75,1.4916666666666667,0,0,0,0,1,0,1,0,0
1835,0,0,1,1,37,1,1,0,1,0,0,1,0,88.8,3340.55,3.009504504504505,0,1,0,0,1,1,0,0,0
1836,0,1,0,0,56,1,1,1,1,1,0,1,1,110.5,6139.5,3.6544642857142855,0,1,0,0,0,0,0,0,0
1837,0,0,0,0,7,1,0,0,0,0,0,0,0,19.9,173.15,0.8245238095238095,0,0,1,0,0,0,1,0,0
1838,0,0,0,0,4,1,1,0,1,0,0,0,0,80.3,324.2,2.7016666666666667,0,1,0,0,1,1,1,0,0
1839,0,1,0,0,71,1,1,0,1,0,0,1,1,99.65,6951.15,3.263450704225352,0,1,0,0,1,1,0,1,0
1840,0,1,1,0,58,1,1,0,1,0,0,1,1,98.9,5780.7,3.322241379310345,1,1,0,0,1,1,0,0,0
1841,0,0,0,0,53,1,0,0,0,0,0,0,0,19.65,978.0,0.6150943396226415,1,0,1,1,0,0,0,0,1
1842,0,1,1,0,31,1,1,1,0,0,0,1,0,89.45,2807.65,3.018978494623656,1,1,0,0,1,0,0,0,0
1843,0,0,0,0,1,1,0,0,0,0,0,0,0,20.3,20.3,0.6766666666666666,1,0,1,0,1,0,1,0,0
1844,0,0,0,0,6,1,0,1,1,0,0,0,0,55.7,335.65,1.8647222222222224,1,0,0,0,1,1,0,0,1
1845,0,0,0,0,49,1,1,0,0,0,1,1,0,66.15,3199.0,2.176190476190476,1,0,0,1,0,1,0,0,1
1846,0,0,0,0,8,1,0,1,1,0,1,0,0,58.2,469.25,1.9552083333333332,0,0,0,0,0,0,0,0,1
1847,0,1,0,0,22,1,0,0,0,0,0,0,0,20.05,417.0,0.6318181818181818,0,0,1,0,0,1,1,0,0
1848,1,0,1,0,29,1,1,1,1,0,0,0,0,84.45,2467.1,2.835747126436781,1,1,0,0,1,1,0,0,0
1849,0,0,1,1,61,0,0,1,0,1,0,0,0,33.6,2117.2,1.1569398907103825,1,0,0,0,1,0,0,0,1
1850,1,1,0,0,30,1,1,1,1,1,0,0,0,91.7,2758.15,3.064611111111111,0,1,0,0,1,0,0,1,0
1851,1,0,1,1,25,1,1,0,0,1,0,0,1,89.1,2368.4,3.1578666666666666,0,1,0,0,1,1,0,0,0
1852,0,1,0,0,9,1,0,0,0,0,0,0,1,79.55,718.55,2.661296296296296,1,1,0,0,1,1,0,0,0
1853,0,0,1,1,5,1,0,0,0,0,0,0,0,20.55,99.45,0.663,1,0,1,0,0,0,0,0,0
1854,1,0,0,0,9,1,1,0,0,0,0,1,0,85.35,758.6,2.80962962962963,1,1,0,0,1,1,0,0,0
1855,0,0,1,0,65,1,1,0,1,1,1,1,1,108.05,7118.9,3.650717948717949,0,1,0,0,0,1,0,1,0
1856,0,1,0,0,29,1,0,0,1,1,0,1,1,101.45,2948.6,3.38919540229885,1,1,0,0,1,1,0,0,1
1857,0,0,0,0,1,1,1,0,0,0,0,0,0,25.75,25.75,0.8583333333333333,0,0,1,0,1,1,1,0,0
1858,0,0,0,0,12,1,1,0,0,0,1,0,0,79.55,958.25,2.6618055555555555,0,1,0,0,1,1,0,1,0
1859,0,0,1,1,55,1,1,1,0,0,0,1,1,100.9,5448.6,3.3021818181818183,0,1,0,0,0,0,1,0,0
1860,1,0,0,0,11,1,0,0,0,0,1,0,0,73.85,926.25,2.8068181818181817,1,1,0,0,1,1,0,0,0
1861,0,0,1,0,68,1,1,0,0,0,0,0,0,25.05,1629.2,0.7986274509803922,1,0,1,1,0,0,0,1,0
1862,0,0,0,0,34,1,1,0,1,0,1,1,1,105.35,3540.65,3.4712254901960784,1,1,0,0,1,1,0,0,0
1863,0,0,0,0,1,1,0,0,0,0,0,0,0,20.75,20.75,0.6916666666666667,1,0,1,0,1,0,0,1,0
1864,0,0,1,1,36,1,0,1,1,0,0,0,0,53.65,1939.35,1.7956944444444445,1,0,0,0,0,0,1,0,0
1865,0,0,1,0,15,1,1,0,0,0,0,0,0,25.2,387.9,0.862,0,0,1,1,0,0,1,0,0
1866,0,0,0,0,10,1,0,1,0,0,0,0,0,51.65,524.5,1.7483333333333333,1,0,0,0,1,1,1,0,0
1867,0,0,0,0,3,1,0,1,1,0,1,0,1,71.1,213.35,2.3705555555555557,0,0,0,1,0,0,1,0,0
1868,0,0,0,0,1,1,1,0,0,0,0,0,0,25.7,25.7,0.8566666666666667,0,0,1,0,1,1,0,0,0
1869,0,0,1,0,43,1,0,1,1,1,0,0,0,86.1,3551.65,2.753217054263566,1,1,0,0,1,1,0,1,0
1870,0,0,0,1,8,1,0,0,0,0,0,0,0,20.05,163.6,0.6816666666666666,0,0,1,0,1,0,1,0,0
1871,1,1,1,1,4,1,0,0,0,0,0,0,0,46.0,181.6,1.5133333333333332,0,0,0,0,1,0,0,0,0
1872,0,0,1,1,71,1,0,0,0,0,0,0,0,19.6,1387.45,0.6513849765258216,1,0,1,1,0,1,0,0,1
1873,1,0,0,0,17,1,0,1,0,0,0,1,1,93.85,1625.65,3.1875490196078435,1,1,0,0,1,0,0,0,0
1874,0,0,1,1,6,1,1,0,0,0,0,0,0,48.95,273.25,1.5180555555555555,0,0,0,0,1,1,0,1,0
1875,1,1,0,0,2,1,1,0,0,0,0,1,1,94.0,181.7,3.0283333333333333,1,1,0,0,1,1,0,0,0
1876,1,1,1,0,1,1,0,1,0,0,0,0,0,49.55,49.55,1.6516666666666666,0,0,0,0,1,1,0,0,0
1877,1,0,0,0,64,1,1,0,1,0,1,1,1,105.65,6903.1,3.5953645833333336,1,1,0,0,0,1,0,1,0
1878,0,0,0,1,39,0,0,0,0,1,1,1,1,54.85,2191.7,1.873247863247863,1,0,0,0,0,0,0,0,1
1879,0,0,1,1,46,1,0,1,0,1,1,0,0,56.9,2560.1,1.855144927536232,1,0,0,0,0,0,1,0,0
1880,1,0,1,0,1,1,0,0,0,0,0,1,1,90.75,90.75,3.025,1,1,0,0,1,1,0,0,0
1881,0,0,1,1,72,1,1,1,0,1,1,1,1,84.2,5986.55,2.771550925925926,0,0,0,1,0,1,0,0,1
1882,0,0,1,1,33,1,0,0,0,0,0,0,0,19.8,641.35,0.6478282828282829,0,0,1,1,0,0,0,1,0
1883,0,0,0,0,32,1,1,1,0,1,1,1,1,109.55,3608.0,3.758333333333333,0,1,0,0,0,1,0,0,1
1884,0,0,0,0,5,1,0,0,0,0,0,0,0,20.5,104.3,0.6953333333333334,0,0,1,0,1,1,1,0,0
1885,1,0,0,0,2,0,0,0,0,0,0,1,1,45.25,85.5,1.425,0,0,0,0,1,1,0,0,0
1886,1,0,0,0,2,1,0,0,0,0,0,0,1,80.55,184.1,3.0683333333333334,0,1,0,0,1,0,0,0,0
1887,0,1,0,0,17,1,1,0,0,1,0,0,0,82.65,1470.05,2.8824509803921567,0,1,0,0,1,1,0,1,0
1888,0,0,0,1,5,1,0,0,0,0,0,0,0,20.35,122.0,0.8133333333333334,1,0,1,0,1,0,0,1,0
1889,0,0,0,0,10,1,1,0,0,0,0,0,0,24.0,226.55,0.7551666666666667,1,0,1,0,1,1,0,0,0
1890,0,0,0,0,1,1,1,0,0,0,0,0,0,50.15,50.15,1.6716666666666666,1,0,0,0,1,1,0,0,0
1891,0,0,0,0,41,1,1,0,1,0,0,0,0,56.3,2364.0,1.921951219512195,0,0,0,0,0,1,0,1,0
1892,1,0,0,0,63,1,1,0,1,0,0,1,1,99.9,6137.0,3.2470899470899472,0,1,0,0,0,0,0,0,1
1893,0,0,1,1,22,1,0,0,0,0,0,0,0,20.15,419.9,0.6362121212121212,1,0,1,0,0,0,1,0,0
1894,0,0,0,0,47,1,0,1,0,1,1,1,1,103.7,4730.6,3.3550354609929083,0,1,0,0,0,1,0,0,0
1895,0,0,0,0,65,1,1,0,1,1,1,0,1,74.2,4805.65,2.464435897435897,1,0,0,1,0,1,0,1,0
1896,0,1,0,0,8,1,1,0,0,0,1,1,1,100.15,908.55,3.785625,0,1,0,0,1,1,0,1,0
1897,1,0,0,1,10,1,1,0,0,0,0,1,1,95.2,930.4,3.1013333333333333,1,1,0,0,1,0,0,0,0
1898,1,0,0,0,9,1,0,0,0,0,0,1,0,77.65,714.15,2.645,0,1,0,0,1,1,0,0,1
1899,0,0,0,0,35,1,0,1,0,0,1,0,1,89.2,3251.3,3.096476190476191,1,1,0,0,0,1,0,0,0
1900,1,1,0,0,2,1,0,0,1,0,0,0,0,74.7,165.4,2.756666666666667,1,1,0,0,1,1,0,0,0
1901,0,1,1,0,8,0,0,0,1,1,0,0,1,43.35,371.4,1.5475,1,0,0,0,1,1,1,0,0
1902,0,0,1,0,24,0,0,0,0,1,0,0,0,29.1,688.0,0.9555555555555556,1,0,0,0,1,0,0,0,0
1903,0,0,0,0,36,0,0,1,1,1,1,0,1,53.1,1901.25,1.7604166666666667,0,0,0,1,0,1,1,0,0
1904,0,0,1,0,67,1,1,0,1,1,1,1,1,111.3,7567.2,3.764776119402985,1,1,0,1,0,1,0,0,1
1905,1,1,1,0,15,1,1,0,0,1,1,0,0,83.05,1258.3,2.796222222222222,0,1,0,0,1,1,0,0,0
1906,0,0,0,1,0,1,1,1,1,0,1,0,0,61.9,0.0,0.0,1,0,0,1,0,1,0,0,1
1907,1,0,0,0,1,1,0,0,0,0,0,1,0,78.05,78.05,2.6016666666666666,0,1,0,0,1,0,0,0,0
1908,1,1,1,0,24,0,0,1,0,0,0,0,1,39.1,971.3,1.3490277777777775,1,0,0,0,1,0,0,0,1
1909,0,0,0,0,21,0,0,0,1,0,1,0,0,36.0,780.15,1.2383333333333333,1,0,0,0,1,1,1,0,0
1910,0,0,0,0,11,1,1,0,0,0,0,0,1,58.95,601.6,1.823030303030303,0,0,0,0,1,1,1,0,0
1911,0,1,0,0,50,1,1,0,0,1,1,1,1,104.95,5222.35,3.4815666666666667,0,1,0,0,1,1,0,0,0
1912,0,0,0,0,13,1,0,0,0,0,0,0,0,19.45,270.2,0.6928205128205128,1,0,1,0,0,0,1,0,0
1913,0,0,1,1,64,1,1,1,1,0,1,1,1,110.3,6997.3,3.644427083333333,0,1,0,1,0,0,0,0,1
1914,0,0,0,0,3,1,0,0,0,0,0,0,1,80.35,253.8,2.8200000000000003,1,1,0,0,1,1,0,0,0
1915,0,0,0,1,71,1,1,1,1,0,0,0,0,85.45,6028.95,2.8304929577464786,1,1,0,0,0,1,0,1,0
1916,0,0,0,0,9,1,0,0,0,0,0,0,0,20.15,238.15,0.8820370370370371,0,0,1,0,1,0,0,0,1
1917,0,0,0,0,1,1,0,1,1,0,1,0,0,83.4,83.4,2.78,0,1,0,0,1,1,1,0,0
1918,0,0,0,0,3,1,0,0,0,0,0,0,0,20.5,76.95,0.855,1,0,1,0,1,1,0,0,0
1919,1,0,1,0,53,0,0,0,1,1,1,1,1,60.45,3184.25,2.002672955974843,1,0,0,0,0,1,0,0,0
1920,0,0,1,1,46,1,0,0,0,0,0,0,0,19.95,927.1,0.6718115942028986,0,0,1,1,0,1,1,0,0
1921,0,0,1,1,63,1,0,0,1,1,0,0,0,80.3,4896.35,2.590661375661376,1,1,0,0,1,1,0,1,0
1922,0,0,1,0,71,1,1,1,0,1,1,1,1,108.55,7616.0,3.5755868544600937,1,1,0,1,0,1,0,1,0
1923,0,1,1,0,5,1,0,0,0,0,0,0,0,69.35,341.6,2.277333333333333,0,1,0,0,1,1,0,0,0
1924,0,0,1,1,65,1,1,0,0,0,0,0,0,25.3,1748.55,0.8966923076923077,0,0,1,1,0,1,0,0,1
1925,0,0,0,0,42,1,1,0,0,0,1,1,1,100.3,4222.95,3.351547619047619,1,1,0,0,1,1,0,0,0
1926,0,0,0,0,3,1,0,0,0,1,0,0,0,74.75,238.1,2.645555555555556,0,1,0,0,1,1,1,0,0
1927,0,0,0,0,24,1,0,1,0,0,1,0,0,54.95,1348.5,1.8729166666666663,1,0,0,0,1,0,0,0,0
1928,0,0,0,1,66,1,0,0,0,0,0,0,0,20.55,1357.1,0.6854040404040403,1,0,1,1,0,0,1,0,0
1929,0,0,0,0,25,1,0,0,0,0,0,0,0,19.8,475.2,0.6335999999999999,0,0,1,1,0,0,0,1,0
1930,0,0,1,1,56,1,1,0,1,1,1,0,1,99.75,5608.4,3.338333333333333,0,1,0,0,0,1,0,1,0
1931,0,1,1,0,52,1,1,0,1,1,0,1,1,105.1,5376.4,3.4464102564102563,1,1,0,0,0,1,0,0,1
1932,0,0,1,1,23,1,1,0,0,0,0,0,0,25.1,611.45,0.8861594202898552,0,0,1,1,0,0,1,0,0
1933,0,0,1,0,25,1,1,0,0,0,0,0,0,26.8,733.55,0.9780666666666666,0,0,1,0,0,1,1,0,0
1934,0,0,0,0,32,1,1,0,0,1,0,1,1,101.35,3334.9,3.473854166666667,0,1,0,0,1,1,0,0,0
1935,1,0,0,0,16,1,0,1,0,0,0,0,0,50.15,762.25,1.5880208333333334,0,0,0,0,1,1,0,0,0
1936,0,1,1,1,23,1,0,0,1,1,0,0,1,88.45,2130.55,3.087753623188406,0,1,0,0,1,1,0,0,1
1937,0,0,0,0,26,0,0,1,0,0,1,1,1,54.55,1362.85,1.7472435897435896,1,0,0,0,0,0,0,1,0
1938,0,0,1,0,49,1,0,0,0,0,0,0,0,20.05,923.1,0.6279591836734694,0,0,1,0,0,1,0,0,1
1939,0,0,0,1,1,1,0,0,0,0,0,0,0,20.05,20.05,0.6683333333333333,1,0,1,0,1,0,1,0,0
1940,1,1,0,0,5,1,0,0,0,0,0,0,0,70.25,331.9,2.2126666666666663,1,1,0,0,1,1,1,0,0
1941,0,0,0,0,50,1,0,0,0,0,0,0,0,19.4,1023.95,0.6826333333333333,0,0,1,1,0,0,0,1,0
1942,1,0,0,0,13,0,0,1,0,0,1,1,0,45.55,597.0,1.5307692307692309,1,0,0,0,1,1,0,1,0
1943,0,0,1,1,28,1,0,0,0,0,0,0,0,19.9,543.0,0.6464285714285715,0,0,1,0,0,0,1,0,0
1944,0,0,0,1,49,1,0,0,0,0,0,0,0,19.45,921.3,0.626734693877551,0,0,1,0,0,0,0,1,0
1945,0,0,0,0,18,1,1,0,0,1,1,0,1,95.05,1679.4,3.1100000000000003,0,1,0,0,1,1,0,0,1
1946,0,0,1,1,72,1,1,1,0,1,0,1,0,71.45,5025.85,2.3267824074074075,0,0,0,1,0,1,0,0,1
1947,0,0,1,1,37,1,1,0,0,0,0,1,1,95.25,3314.15,2.9857207207207206,0,1,0,0,1,1,0,0,0
1948,0,1,1,0,7,0,0,1,0,0,0,0,0,29.8,220.45,1.049761904761905,1,0,0,0,1,0,0,0,1
1949,0,0,1,0,45,1,1,0,1,0,0,0,0,81.4,3775.85,2.796925925925926,1,1,0,0,1,0,0,0,1
1950,0,0,0,0,19,1,0,0,0,0,0,0,0,45.0,865.85,1.5190350877192982,1,0,0,0,1,1,0,0,1
1951,0,0,0,0,29,1,0,0,0,0,0,0,0,19.8,572.2,0.6577011494252875,1,0,1,0,0,1,1,0,0
1952,0,0,1,1,61,1,0,0,1,1,1,1,1,103.9,6449.15,3.524125683060109,1,1,0,0,0,0,0,1,0
1953,0,0,0,0,4,1,0,0,0,0,0,0,0,45.9,199.75,1.6645833333333333,1,0,0,0,1,1,0,0,0
1954,0,0,0,0,38,1,1,0,0,1,1,1,1,103.65,3988.5,3.498684210526316,0,1,0,0,1,1,0,0,0
1955,0,0,0,0,2,1,0,0,0,0,0,0,0,19.9,57.4,0.9566666666666668,0,0,1,0,1,0,0,0,0
1956,1,0,0,0,1,1,0,0,0,0,0,0,0,45.05,45.05,1.5016666666666665,1,0,0,0,1,0,1,0,0
1957,0,0,0,0,15,0,0,1,1,1,1,0,0,45.9,693.45,1.541,0,0,0,0,0,0,1,0,0
1958,1,0,0,0,71,1,1,1,0,1,1,1,1,108.05,7532.15,3.536220657276995,1,1,0,1,0,1,0,0,0
1959,1,0,1,0,52,1,0,1,0,0,0,1,0,84.1,4348.65,2.787596153846154,1,1,0,0,1,0,0,0,0
1960,1,0,0,0,2,1,0,0,0,0,0,0,0,20.65,38.7,0.645,0,0,1,0,1,0,1,0,0
1961,1,1,1,0,24,1,0,0,0,1,0,1,1,93.15,2231.05,3.098680555555556,1,1,0,0,1,1,0,0,0
1962,0,0,0,0,43,1,1,0,0,0,0,0,0,75.35,3161.4,2.450697674418605,1,1,0,0,1,1,0,1,0
1963,1,0,0,0,2,1,0,0,0,0,0,0,0,46.05,80.35,1.3391666666666666,1,0,0,0,1,0,0,0,1
